관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,위도,경도,데이터기준일자
경기도 가평군청,,경기도 가평군 청평면 청평리 319-92(365마트앞),생활방범,1,200,도로방면,30,2016-07,031-580-2571,37.74080561,127.4228399,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 청평리 333-1(청평면사무소앞공원),생활방범,2,200,공원방향,30,2018-06,031-580-2571,37.7404481,127.4241733,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 청평리 388-1(청평구역사CU앞),생활방범,4,300,도로방면,30,2016-06,031-580-2571,37.73723753,127.4228314,2021-06-28
경기도 가평군청,경기도 가평군 가평읍 북한강변로 321,경기도 가평군 가평읍 금대리 154번지,생활방범,1,200,도로방면,30,2017-06,031-580-2571,37.7575806,127.5359277,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 285-4(홍익어린이집),어린이보호,4,200,"어린이집방향, 360도전방면",30,2016-06,031-580-2571,37.82851047,127.5094636,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 347(가평체육공원2),생활방범,4,200,"체육공원내, 360도전방면",30,2012-07,031-580-2571,37.82316079,127.5089088,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 42-13(자라섬회전교차로),생활방범,2,200,도로방면,30,2018-06,031-580-2571,37.82048141,127.5188294,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 88-5(가평오거리),생활방범,4,200,도로방면,30,2016-07,031-580-2571,37.82070132,127.5136493,2021-06-28
경기도 가평군청,경기도 가평군 가평읍 오목내길 6-28,경기도 가평군 가평읍 대곡리 69-33번지,교통단속,2,130,양방향,30,,031-580-2076,37.8181647,127.514808,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 마장리 715-2(마장리버스정류장),생활방범,1,200,도로방면,30,2016-12,031-580-2571,37.8533011,127.5063737,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 개곡리 산 334(경춘공원),쓰레기단속,1,200,360도전방면,30,2015-07,031-580-2550,37.8340132,127.5063827,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 131-2(대성음향앞),생활방범,1,200,도로방면,30,2016-12,031-580-2571,37.82233129,127.5144962,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 164-4(가평구역전),생활방범,4,300,도로방면,30,2016-06,031-580-2571,37.82484658,127.5139246,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 171-13(가평축협뒤),생활방범,2,200,도로방면,30,2016-07,031-580-2571,37.82436026,127.5145736,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 194-2(읍내파출소),생활방범,3,200,도로방면,30,2016-09,031-580-2571,37.82394369,127.5157755,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 239-2(흥농종묘앞 삼거리),생활방범,4,200,도로방면,30,2016-07,031-580-2571,37.82590302,127.5139759,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 258-6(가평운동장사거리),생활방범,4,200,도로방면,30,2016-07,031-580-2571,37.82639867,127.5117965,2021-06-28
경기도 가평군청,경기도 가평군 가평읍 광장로 10,경기도 가평군 가평읍 대곡리 273번지,생활방범,1,200,도로방면,30,2017-06,031-580-2571,37.8273431,127.5101851,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 312-8(한석봉체육관앞),생활방범,3,200,도로방면,30,2018-11,031-580-2571,37.82601183,127.5082977,2021-06-28
경기도 가평군청,경기도 가평군 가평읍 문화로 131,경기도 가평군 가평읍 대곡리 316번지,생활방범,3,200,"체육공원내, 360도전방면",30,2012-07,031-580-2571,37.825131,127.5062327,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 347-1(가평체육공원3),생활방범,4,200,"체육공원내, 360도전방면",30,2012-07,031-580-2571,37.82241136,127.507857,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 377-1(우림필유단지앞),생활방범,2,200,도로방면,30,2018-06,031-580-2571,37.82278595,127.5109632,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 419-1(사그막입구),생활방범,2,200,도로방면,30,2013-08,031-580-2571,37.81744238,127.5083861,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 48-2(자라섬제방),재난재해,1,200,360도전방면,30,,031-580-2141,37.81957205,127.5193117,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 67-2(가평고뒷길),생활방범,2,200,도로방면,30,2016-09,031-580-2571,37.81748249,127.5144396,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 산 104(가평하천),재난재해,1,200,360도전방면,30,,031-580-2141,37.82434902,127.5183875,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 산 4-1(가평체육공원4),생활방범,3,200,"체육공원내, 360도전방면",30,2012-07,031-580-2571,37.82189781,127.5057141,2021-06-28
경기도 가평군청,경기도 가평군 가평읍 오리나무길 16,경기도 가평군 가평읍 대곡리 238-3번지,교통단속,2,41,양방향,30,,031-580-2076,37.8261199,127.5139497,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 마장리 358-5(마장초등학교앞),어린이보호,3,300,"초등학교정문방향, 360도전방면",30,2013-07,031-580-2571,37.8597456,127.5151229,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 마장리 373-1(마장2리마을입구),생활방범,1,200,도로방면,30,2016-12,031-580-2571,37.85881304,127.5167067,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 마장리 983(늘푸른유원지),재난재해,1,200,360도전방면,30,,031-580-2141,37.85727145,127.5200231,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 복장리 338-4(복장삼거리),생활방범,1,200,도로방면,30,2016-12,031-580-2571,37.73664404,127.5052395,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 복장리 산 165-3(고성리고개),재난재해,1,200,360도전방면,30,,031-580-2141,37.7248354,127.4991153,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 개곡리 산 344(줄길리 마을입구),생활방범,2,200,도로방면,30,2016-07,031-580-2571,37.84828304,127.5498354,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 경반리 194-2(경반리 마을회관),생활방범,1,200,도로방면,30,2017-06,031-580-2571,37.83302023,127.4921547,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 경반리 산 151-3(짚라인가평입구),생활방범,1,200,도로방면,30,2018-12,031-580-2571,37.83449044,127.4663768,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 경반리 산 156-7(경반2교),생활방범,2,200,도로방면,30,2018-12,031-580-2571,37.83122934,127.4707811,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 경반리 산 190(산림문화체험관입구),생활방범,2,200,도로방면,30,2018-12,031-580-2571,37.83621422,127.4652361,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 청평리 92-24(안전유원지(청평)),재난재해,1,200,360도전방면,30,,031-580-2141,37.73262409,127.4210024,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 청평리 92-5(안전유원지),생활방범,3,300,도로방면,30,2015-11,031-580-2571,37.73284744,127.4223759,2021-06-28
경기도 가평군청,경기도 가평군 청평면 청평중앙로 72,경기도 가평군 청평면 청평리 315-1번지,교통단속,4,130,세방향,30,,031-580-2076,37.7393911,127.4209954,2021-06-28
경기도 가평군청,경기도 가평군 청평면 청평중앙로 35,경기도 가평군 청평면 청평리 462-2번지,교통단속,3,130,양방향,30,,031-580-2076,37.7373294,127.4185812,2021-06-28
경기도 가평군청,경기도 가평군 청평면 청평중앙로 17,경기도 가평군 청평면 청평리 452-5번지,교통단속,3,130,양방향,30,,031-580-2076,37.7363757,127.4168596,2021-06-28
경기도 가평군청,경기도 가평군 청평면 청평중앙로 51,경기도 가평군 청평면 청평리 465-8번지,교통단속,4,130,세방향,30,,031-580-2076,37.7381965,127.4199325,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 하천리 280-3(하천교차로),차량방범,2,200,도로방면,30,2016-06,031-580-2571,37.75381071,127.4349428,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 하천리 496-21(청평검문소),재난재해,1,200,360도전방면,30,,031-580-2141,37.74690141,127.4285433,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 하천리 600-27(청평마지기마을입구),생활방범,3,300,도로방면,30,2015-11,031-580-2571,37.74774733,127.4349635,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 호명리 192-9(호명리 버스정류장 앞),생활방범,1,200,도로방면,30,2017-06,031-580-2571,37.71696666,127.4587392,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 개곡리 254(개곡리 종점),생활방범,2,200,도로방면,30,2019-05,031-580-2571,37.8714199,127.5617999,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 읍내리 412-4(장터뒷길),생활방범,3,200,도로방면,30,2019-05,031-580-2571,37.830605,127.515139,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 읍내리 474-9(농협 가평군지부앞),생활방범,4,200,도로방면,30,2019-05,031-580-2571,37.829511,127.5139799,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 사룡리 184-7(수영인의 마을입구),생활방범,3,200,도로방면,30,2019-05,031-580-2571,37.698359,127.4898199,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 신천리 349-3(운전전문학원입구),생활방범,3,200,도로방면,30,2019-05,031-580-2571,37.671986,127.490741,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 상천리 955-7(상천3리마을회관),생활방범,2,200,도로방면,30,2019-05,031-580-2571,37.7904319,127.4316979,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 청평리 151-35(호명산등산로입구),생활방범,3,200,도로방면,30,2019-05,031-580-2571,37.7327889,127.4283189,2021-06-28
경기도 가평군청,,경기도 가평군 상면 덕현리 497-45(새터마을 입구),생활방범,1,200,도로방면,30,2019-05,031-580-2571,37.7658189,127.390015,2021-06-28
경기도 가평군청,,경기도 가평군 상면 율길리 452-35(장막동길 입구),생활방범,3,200,도로방면,30,2019-05,031-580-2571,37.8392899,127.2869069,2021-06-28
경기도 가평군청,,경기도 가평군 상면 율길리 산 71(운악산 포도유통센터후문),생활방범,2,200,도로방면,30,2019-05,031-580-2571,37.8289499,127.2941739,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 신하리 326-2(이문안교),생활방범,5,200,도로방면,30,2019-05,031-580-2571,37.8337749,127.3596779,2021-06-28
경기도 가평군청,,경기도 가평군 북면 화악리 463-2(화악삼거리),생활방범,2,200,도로방면,30,2019-05,031-580-2571,37.9254289,127.5667549,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 경반리 56-1(경반교),생활방범,3,200,도로방면,30,2019-06,031-580-2571,37.8319519,127.4960049,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 달전리 591-6(가평역앞),생활방범,3,200,도로방면,30,2019-06,031-580-2571,37.8137369,127.5116849,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 이화리 19-4(이화교삼거리),생활방범,3,200,도로방면,30,2019-06,031-580-2571,37.7978569,127.5181289,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 방일리 220-7(방일2리마을회관),생활방범,3,200,도로방면,30,2019-06,031-580-2571,37.6231959,127.4952899,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 회곡리 산 104-23(뾰루봉 등산로 입구),생활방범,2,200,도로방면,30,2019-06,031-580-2571,37.7211069,127.4278719,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 상천리 산 233-1(구빛고개 정상),생활방범,2,200,도로방면,30,2019-06,031-580-2571,37.7881899,127.4685949,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 청평리 688-1(청평고등학교 앞),생활방범,3,200,도로방면,30,2019-06,031-580-2571,37.7308979,127.4140999,2021-06-28
경기도 가평군청,,경기도 가평군 상면 덕현리 197(구정동 마을),생활방범,1,200,도로방면,30,2019-06,031-580-2571,37.7614639,127.4002529,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 마일리 산 157-1(마일리 버스종점),생활방범,2,200,도로방면,30,2019-06,031-580-2571,37.859456,127.389031,2021-06-28
경기도 가평군청,,경기도 가평군 북면 백둔리 393-4(연인산입구 버스정류장),생활방범,2,200,도로방면,30,2019-06,031-580-2571,37.9030979,127.4580919,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 달전리 109-4(남이섬입구),생활방범,3,200,도로방면,30,2019-11,031-580-2571,37.805879,127.525999,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 마장리 850-1(마장 아랫말삼거리),생활방범,2,200,도로방면,30,2019-11,031-580-2571,37.8482499,127.4984499,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 승안리 산 76(계곡여행펜션앞),생활방범,1,200,도로방면,30,2019-11,031-580-2571,37.8595799,127.4716399,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 읍내리 317-5(뚝방길 주차장),생활방범,2,200,도로방면,30,2019-11,031-580-2571,37.8263899,127.517699,2021-06-28
경기도 가평군청,경기도 가평군 북면 가화로 2089-47,경기도 가평군 북면 도대리 623(명지산 주차장 앞),생활방범,3,200,도로방면,30,2019-11,031-580-2571,37.9352299,127.486499,2021-06-28
경기도 가평군청,경기도 가평군 상면 안말길 74-31,경기도 가평군 상면 상동리 361(불기종점),생활방범,1,200,도로방면,30,2019-11,031-580-2571,37.782299,127.2922599,2021-06-28
경기도 가평군청,,경기도 가평군 상면 태봉리 722(태봉리 아랫벌),생활방범,3,200,도로방면,30,2019-11,031-580-2571,37.7963999,127.3361499,2021-06-28
경기도 가평군청,,경기도 가평군 상면 행현리 942-1(행현1리 마을회관),생활방범,2,200,도로방면,30,2019-11,031-580-2571,37.7737699,127.3636199,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 방일리 249-3(방일3리 입구),생활방범,2,200,도로방면,30,2019-11,031-580-2571,37.6214899,127.4955399,2021-06-28
경기도 가평군청,경기도 가평군 설악면 봉미산안길7번길 1-6,경기도 가평군 설악면 설곡리 704-7(설곡보건진료소),생활방범,1,200,도로방면,30,2019-11,031-580-2571,37.6211199,127.5183499,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 송산리 839-4(송산2리마을),생활방범,1,200,도로방면,30,2019-11,031-580-2571,37.712599,127.531299,2021-06-28
경기도 가평군청,경기도 가평군 조종면 현창로 10,경기도 가평군 조종면 현리 413-1(맹호회관),생활방범,2,200,도로방면,30,2018-11,031-580-2571,37.8158679,127.349853,2021-06-28
경기도 가평군청,경기도 가평군 조종면 조종희망로26번길 16,경기도 가평군 조종면 현리 420-12번지,생활방범,3,200,"공원내, 360도전방면",30,2012-07,031-580-2571,37.8185011,127.352238,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 420-20(조종생활체육공원3),생활방범,3,200,"공원내, 360도전방면",30,2018-11,031-580-2571,37.81673395,127.3521958,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 420-65(조종생활체육공원),생활방범,3,200,"공원내, 360도전방면",30,2011-07,031-580-2571,37.81683944,127.3527927,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 477-308(조종면어린이공원),생활방범,4,200,"공원내, 360도전방면",30,2016-06,031-580-2571,37.81137189,127.350772,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 513-1(부대앞회전교차로),생활방범,2,200,도로방면,30,2018-06,031-580-2571,37.80673526,127.3542632,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 567-5(조종면어린이집),생활방범,2,200,도로방면,30,2018-11,031-580-2571,37.81841004,127.3536882,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 598(대원장여관),생활방범,2,200,도로방면,30,2018-06,031-580-2571,37.81676266,127.3512557,2021-06-28
경기도 가평군청,경기도 가평군 청평면 구청평로 56,경기도 가평군 청평면 청평리 626-8번지 청평로얄아파트,쓰레기단속,1,200,360도전방면,30,2015-07,031-580-2550,37.7322767,127.4133679,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 고성리 424-2(고재마을 입구),생활방범,1,200,도로방면,30,2017-06,031-580-2571,37.71544449,127.5017768,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 대성리 104-11(약수터슈퍼앞삼거리),생활방범,1,200,도로방면,30,2016-12,031-580-2571,37.72096411,127.4029859,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 대성리 30-3(북한강생태공원),재난재해,2,200,360도전방면,30,,031-580-2141,37.72434389,127.4083087,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 대성리 335-23(안대성길),생활방범,2,200,도로방면,30,2016-09,031-580-2571,37.69642757,127.3822908,2021-06-28
경기도 가평군청,경기도 가평군 청평면 대성강변길 25-45,경기도 가평군 청평면 대성리 392-46(대성리 관광유원지),생활방범,2,200,도로방면,30,2017-06,031-580-2571,37.6815443,127.3805749,2021-06-28
경기도 가평군청,경기도 가평군 청평면 경춘로 75,경기도 가평군 청평면 대성리 399-16번지,어린이보호,4,300,"초등학교정문방향, 360도전방면",30,2015-07,031-580-2571,37.6830392,127.3776562,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 대성리 569-9(대성리MT촌),생활방범,1,200,도로방면,30,2018-11,031-580-2571,37.68978097,127.3677297,2021-06-28
경기도 가평군청,경기도 가평군 청평면 은행나무길 8-29,경기도 가평군 청평면 대성리 591-6번지,생활방범,1,200,도로방면,30,2016-09,031-580-2571,37.6816098,127.3767328,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 대성리 623-14(남양주 경계(남양주)),차량방범,1,890,도로방면,30,2018-12,031-580-2571,37.67775854,127.3759481,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 대성리 산 145-3(남양주 경계(수동)),차량방범,2,200,도로방면,30,2012-01,031-580-2571,37.69451075,127.3599924,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 대성리 산 190-9(구운천),재난재해,1,200,360도전방면,30,,031-580-2141,37.68161003,127.3750093,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 대성리 산 76-1(머내마을입구),생활방범,1,200,도로방면,30,2018-06,031-580-2571,37.71033259,127.3946451,2021-06-28
경기도 가평군청,,경기도 가평군 상면 율길리 산 37-1(자작교앞),쓰레기단속,1,200,360도전방면,30,2019-01,031-580-2550,37.8282999,127.3025599,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 고성리 729(양진마을입구),생활방범,1,200,도로방면,30,2018-06,031-580-2571,37.71427591,127.4853388,2021-06-28
경기도 가평군청,경기도 가평군 청평면 소돌말길 8,경기도 가평군 청평면 대성리 30(대성리하수종말처리장),재난재해,1,200,360도전방면,30,,031-580-2141,37.72557891,127.4088958,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 대성리 399-114(대성리역앞),생활방범,1,200,도로방면,30,2018-06,031-580-2571,37.68366347,127.3782595,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 대성리 587-5(토마토할인마트앞),생활방범,4,200,도로방면,30,2018-11,031-580-2571,37.68055601,127.3760275,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 대성리 595-3(신일슈퍼앞),차량방범,1,890,도로방면,30,2018-12,031-580-2571,37.68133999,127.377928,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 대성리 산 4-1(팔각정삼거리),생활방범,2,200,도로방면,30,2016-12,031-580-2571,37.72804875,127.4073313,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 가일리 413(선어치고개),쓰레기단속,2,200,360도전방면,30,2019-01,031-580-2550,37.5911799,127.472858,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 사룡리 611(사룡리티파니펜션앞),쓰레기단속,1,200,360도전방면,30,2019-01,031-580-2550,37.6912499,127.4882299,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 송산리 951-6(물미수상레져앞),쓰레기단속,1,200,360도전방면,30,2019-01,031-580-2550,37.7239399,127.5234799,2021-06-28
경기도 가평군청,경기도 가평군 설악면 한양부로 105,경기도 가평군 설악면 신천리 30(신천리 신포교?),쓰레기단속,1,200,360도전방면,30,2019-01,031-580-2550,37.67553532,127.5000187,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 회곡리 산 13-30(별빛펜션 진입로),쓰레기단속,1,200,360도전방면,30,2019-01,031-580-2550,37.6863299,127.4676799,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 244-29(해피하우스앞),쓰레기단속,1,200,360도전방면,30,2019-01,031-580-2550,37.8220599,127.3525399,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 255-7(덕흥빌리지),쓰레기단속,1,200,360도전방면,30,2019-01,031-580-2550,37.8199699,127.352499,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 청평리 427-3(상암순대국집앞),쓰레기단속,1,200,360도전방면,30,2019-01,031-580-2550,37.7355899,127.4167799,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 개곡리 964(개곡교),생활방범,2,200,도로방면,30,2016-12,031-580-2571,37.86442619,127.5301553,2021-06-28
경기도 가평군청,경기도 가평군 조종면 현창로 37,경기도 가평군 조종면 현리 409-8번지,교통단속,5,130,네방향,30,,031-580-2076,37.8182111,127.3481743,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 상천리 1070-7(수리재마을 슈퍼앞),생활방범,1,200,도로방면,30,2016-07,031-580-2571,37.77965013,127.4360281,2021-06-28
경기도 가평군청,경기도 가평군 청평면 경춘로 1575-15,경기도 가평군 청평면 상천리 134-4(빗고개정상(청평)),재난재해,1,200,360도전방면,30,,031-580-2141,37.7903449,127.4629606,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 상천리 1747,재난재해,4,200,360도전방면,45,,031-580-4767,37.7685509,127.4735608,2021-06-28
경기도 가평군청,,경기도 가평군 청평면 상천리 385-1(삼봉터입구),생활방범,2,200,도로방면,30,2018-06,031-580-2571,37.77468336,127.4584447,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 금대리 250-3(금대리버스정류장),생활방범,1,200,도로방면,30,2017-06,031-580-2571,37.76599162,127.5378178,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 금대리 266-1(비령대마을),생활방범,2,200,도로방면,30,2017-06,031-580-2571,37.76693635,127.5402233,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 금대리 산 165-3(남이섬캠핑장앞),생활방범,1,200,도로방면,30,2017-06,031-580-2571,37.77671266,127.5312946,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 금대리 산 205-6(클럽피쉬리조트),생활방범,1,200,도로방면,30,2017-06,031-580-2571,37.74791939,127.5261997,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 달전리 105(남이섬선착장),재난재해,1,200,360도전방면,30,,031-580-2141,37.80458598,127.5258847,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 달전리 22-3(자라섬남도),재난재해,2,200,360도전방면,30,,031-580-2141,37.81420505,127.5287987,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 달전리 271-4(달전교회),생활방범,4,200,도로방면,30,2016-06,031-580-2571,37.81153676,127.5221266,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 달전리 279-11(넥스빌아파트),생활방범,5,200,도로방면,30,2013-08,031-580-2571,37.81368987,127.519669,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 달전리 30(자라섬중도),재난재해,2,200,360도전방면,30,,031-580-2141,37.81636558,127.5282745,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 달전리 313-3(달전1리 마을회관),생활방범,3,200,도로방면,30,2016-06,031-580-2571,37.81147978,127.5195674,2021-06-28
경기도 가평군청,경기도 가평군 가평읍 달전로31번길 48,경기도 가평군 가평읍 달전리 364(하수종말처리장),재난재해,1,200,360도전방면,30,,031-580-2141,37.8162694,127.5204221,2021-06-28
경기도 가평군청,경기도 가평군 가평읍 호반로 2570,경기도 가평군 가평읍 달전리 435-1번지,쓰레기단속,1,200,360도전방면,30,2015-07,031-580-2550,37.8153072,127.5149278,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 달전리 455-2(달전2리 마을회관),생활방범,4,200,도로방면,30,2016-06,031-580-2571,37.81421079,127.5164138,2021-06-28
